iter,loss
0,0.6028772592544556
100,0.1070260405540466
200,0.0765173211693763
300,0.0548412725329399
400,0.0395127683877944
500,0.0310002956539392
600,0.0226592440158128
700,0.0209756903350353
800,0.0161500480026006
900,0.0174806043505668
1000,0.0129013629630208
1100,0.0118136638775467
1200,0.0103552686050534
1300,0.0103280516341328
1400,0.008936682716012
1500,0.0085795614868402
1600,0.0076944893226027
1700,0.0069259763695299
1800,0.0067511149682104
1900,0.006493694614619
2000,0.0058944444172084
2100,0.0054785013198852
2200,0.0053978734649717
2300,0.0051548848859965
2400,0.0050936434417963
2500,0.004912790376693
2600,0.0044187474995851
2700,0.0043464726768434
2800,0.0039756349287927
2900,0.0034085353836417
3000,0.0038067081477493
3100,0.0036823784466832
3200,0.0032682823948562
3300,0.003544783219695
3400,0.0030829312745481
3500,0.0032096605282276
3600,0.0031579486094415
3700,0.0029378186445683
3800,0.0026497088838368
3900,0.0025222431868314
4000,0.0025038986932486
4100,0.0026457454077899
4200,0.0024932427331805
4300,0.0026877175550907
4400,0.0026273392140865
4500,0.0022703853901475
4600,0.0021984700579196
4700,0.0021703979000449
4800,0.0023808523546904
4900,0.0022658156231045
5000,0.0020775359589606
5100,0.002279159380123
5200,0.0018928541103377
5300,0.0017301132902503
5400,0.0016702469438314
5500,0.0019816108979284
5600,0.0018689826829358
5700,0.0016818351577967
5800,0.0016335796099156
5900,0.0018618433969095
6000,0.0017554257065057
6100,0.0016552910674363
6200,0.0015070855151861
6300,0.0015239098574966
6400,0.0016006645746529
6500,0.0016291505889967
6600,0.0015962406760081
6700,0.0013597607612609
6800,0.0015316255157813
6900,0.0014647741336375
7000,0.0014145837631076
7100,0.0012951790122315
7200,0.0013554911129176
7300,0.0012290076119825
7400,0.0014551774365827
7500,0.0011389610590413
7600,0.0010585087584331
7700,0.0011035450734198
7800,0.0012989230453968
7900,0.0012775984359905
8000,0.0011271716793999
8100,0.0009986811783164
8200,0.0012383830035105
8300,0.0010138996876776
8400,0.0010168103035539
8500,0.0010796363931149
8600,0.0010428517125546
8700,0.0009317157091572
8800,0.0008443390834145
8900,0.0009458373533561
9000,0.0009427717304788
9100,0.0009181071654893
9200,0.0009354657377116
9300,0.0008705705986358
9400,0.0009214647579938
9500,0.0008666772628203
9600,0.0009411178762093
9700,0.0007492481963708
9800,0.000976736890152
9900,0.0008058110252022
10000,0.0007854150026105
10100,0.0007680445560254
10200,0.0007659248076379
10300,0.0008306850795634
10400,0.0007041218923404
10500,0.0007396877044811
10600,0.0008137607946991
10700,0.0009737601503729
10800,0.000712776381988
10900,0.0007661616546101
11000,0.0008059664978645
11100,0.0007026773528195
11200,0.0007867089007049
11300,0.0006967934314161
11400,0.0007392858969978
11500,0.0006044085603207
11600,0.0007333440007641
11700,0.0016557523049414
11800,0.0007718329434283
11900,0.0007060316274873
12000,0.0006112587288953
12100,0.0008100437698885
12200,0.0006083046901039
12300,0.0007924286182969
12400,0.0006241656956262
12500,0.0005867153522558
12600,0.0005839055520482
12700,0.0006395208183676
12800,0.00077705248259
12900,0.0006208351696841
13000,0.0007215017685666
13100,0.0006246874690987
13200,0.0006682232487946
13300,0.0006597056635655
13400,0.0005072870990261
13500,0.0005126764881424
13600,0.0004752914828713
13700,0.0004836342413909
13800,0.0006330235046334
13900,0.0005316939787007
14000,0.0004409140965435
14100,0.0006174843292683
14200,0.0004193105269223
14300,0.0004637124948203
14400,0.000626347202342
14500,0.0004833460843656
14600,0.0004061882500536
14700,0.000575759448111
14800,0.0004415102303028
14900,0.0004984510596841
15000,0.0005269692628644
15100,0.0005606989725492
15200,0.0004804032796528
15300,0.0004998063668608
15400,0.000547940202523
15500,0.0004169516614638
15600,0.0004863541107624
15700,0.0005327663966454
15800,0.000495723914355
15900,0.0004534265899565
16000,0.0005832280148752
16100,0.0005613834364339
16200,0.0004253909282851
16300,0.0004646060697268
16400,0.0005767769180238
16500,0.0005827491986565
16600,0.0005977304535917
16700,0.0003885883488692
16800,0.0003906636557076
16900,0.000435292662587
17000,0.0006492059328593
17100,0.0005614535766653
17200,0.0003460667212493
17300,0.0004420930054038
17400,0.0004414837749209
17500,0.0004752747481688
17600,0.0005072126514278
17700,0.00051163561875
17800,0.0003800583654083
17900,0.0003796247474383
18000,0.0003790089103858
18100,0.000386745086871
18200,0.0003550945839378
18300,0.0004922300577163
18400,0.0003669050347525
18500,0.0002834533224813
18600,0.0003798724501393
18700,0.0003735541831701
18800,0.0003798664838541
18900,0.0004071542061865
19000,0.0003308725135866
19100,0.0003189692506566
19200,0.0003434632963035
19300,0.0004056470643263
19400,0.0003626738325692
19500,0.000322979845805
